IGNORE NaN
N_TRX 10


TRX_EY_DIPOLE
 -10 -1 1

N_RECV 10
N_FREQ 3
1.00000000e+01	-1.00000000e+00	1.00000000e+08	-4.29626592e-05	-1.50793131e-04	2.14823296e-06	7.53975655e-06
1.00000000e+01	-1.00000000e+00	2.00000000e+08	-2.00566433e-05	-3.85181669e-05	1.00293217e-06	1.92600835e-06
1.00000000e+01	-1.00000000e+00	4.00000000e+08	8.32325438e-08	-1.41218410e-05	4.26162719e-09	7.06192050e-07
1.00000000e+01	-2.00000000e+00	1.00000000e+08	1.35672001e-05	-1.43335935e-04	6.78460005e-07	7.16689675e-06
1.00000000e+01	-2.00000000e+00	2.00000000e+08	9.26622621e-05	-2.79628617e-05	4.63321311e-06	1.39824309e-06
1.00000000e+01	-2.00000000e+00	4.00000000e+08	-6.15178218e-05	5.70543109e-05	3.07599109e-06	2.85281555e-06
1.00000000e+01	-3.00000000e+00	1.00000000e+08	3.32194828e-05	-1.03352160e-04	1.66107414e-06	5.16770800e-06
1.00000000e+01	-3.00000000e+00	2.00000000e+08	8.53270588e-05	-2.74850423e-05	4.26645294e-06	1.37435212e-06
1.00000000e+01	-3.00000000e+00	4.00000000e+08	-1.29584676e-05	1.67733223e-05	6.48023380e-07	8.38766115e-07
1.00000000e+01	-4.00000000e+00	1.00000000e+08	2.11766401e-05	-6.34122271e-05	1.05893201e-06	3.17071136e-06
1.00000000e+01	-4.00000000e+00	2.00000000e+08	6.09723594e-05	1.19705237e-08	3.04871797e-06	6.98526185e-10
1.00000000e+01	-4.00000000e+00	4.00000000e+08	2.15948849e-05	7.81665094e-05	1.07984425e-06	3.90842547e-06
1.00000000e+01	-5.00000000e+00	1.00000000e+08	2.60568298e-06	-3.05731973e-05	1.30384149e-07	1.52875987e-06
1.00000000e+01	-5.00000000e+00	2.00000000e+08	1.07136913e-05	-4.45207375e-05	5.35784565e-07	2.22613687e-06
1.00000000e+01	-5.00000000e+00	4.00000000e+08	4.18429560e-05	3.59380420e-05	2.09224780e-06	1.79700210e-06
1.00000000e+01	-6.00000000e+00	1.00000000e+08	-1.04455216e-05	-5.33483432e-06	5.22376080e-07	2.66841716e-07
1.00000000e+01	-6.00000000e+00	2.00000000e+08	-5.85064679e-06	-3.84344522e-06	2.92632340e-07	1.92272261e-07
1.00000000e+01	-6.00000000e+00	4.00000000e+08	1.57625281e-05	-1.14894456e-05	7.88226405e-07	5.74572280e-07
1.00000000e+01	-7.00000000e+00	1.00000000e+08	-1.78245936e-05	4.32965449e-06	8.91329680e-07	2.16582725e-07
1.00000000e+01	-7.00000000e+00	2.00000000e+08	-2.15587114e-05	1.93614886e-05	1.07803557e-06	9.68174430e-07
1.00000000e+01	-7.00000000e+00	4.00000000e+08	-2.97009538e-06	-4.59312488e-06	1.48604769e-07	2.29756244e-07
1.00000000e+01	-8.00000000e+00	1.00000000e+08	-2.10583594e-05	3.01127726e-06	1.05301797e-06	1.50663863e-07
1.00000000e+01	-8.00000000e+00	2.00000000e+08	1.94716126e-05	-5.62391169e-06	9.73680630e-07	2.81295585e-07
1.00000000e+01	-8.00000000e+00	4.00000000e+08	-1.14549306e-06	7.39419949e-06	5.73746530e-08	3.69809975e-07
1.00000000e+01	-9.00000000e+00	1.00000000e+08	-1.30824284e-05	6.68330211e-06	6.54221420e-07	3.34265106e-07
1.00000000e+01	-9.00000000e+00	2.00000000e+08	3.53677016e-06	-2.17369258e-05	1.76938508e-07	1.08694629e-06
1.00000000e+01	-9.00000000e+00	4.00000000e+08	-2.94807420e-06	-1.06718154e-05	1.47503710e-07	5.33690770e-07
1.00000000e+01	-1.00000000e+01	1.00000000e+08	1.37911239e-05	2.11578460e-06	6.89656195e-07	1.05889230e-07
1.00000000e+01	-1.00000000e+01	2.00000000e+08	-4.13395284e-06	1.00480591e-05	2.06797642e-07	5.02502955e-07
1.00000000e+01	-1.00000000e+01	4.00000000e+08	8.33996444e-06	3.34288220e-06	4.17098222e-07	1.67244110e-07

TRX_EY_DIPOLE
 -10 -2 1

N_RECV 10
N_FREQ 3
1.00000000e+01	-1.00000000e+00	1.00000000e+08	1.35672001e-05	-1.43335935e-04	6.78460005e-07	7.16689675e-06
1.00000000e+01	-1.00000000e+00	2.00000000e+08	9.26622621e-05	-2.79628617e-05	4.63321311e-06	1.39824309e-06
1.00000000e+01	-1.00000000e+00	4.00000000e+08	-6.15178218e-05	5.70543109e-05	3.07599109e-06	2.85281555e-06
1.00000000e+01	-2.00000000e+00	1.00000000e+08	5.73397667e-05	-9.62300784e-05	2.86708833e-06	4.81160392e-06
